cod. ibge;pib;cod_str;Estado;Regiao;Municipio;Familias;Pessoas;% relativo ao Censo 2022;IVCAD;NC;DPI;DCA;TQA;DR;CH;idhm;expectativa_vida;chave;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_P_Bool;DPU_R_Bool;DPU_Presencial;DPU_Remoto;Tem_DPU;Indice_Vulnerabilidade;Vulnerabilidade_Rank
2616183;740600;2616183;PERNAMBUCO;NORDESTE;Vertente do Lério;3282;6292;83,20%;0.34;0.249;0.049;0.059;0.751;0.505;0.425;0.563;68.54;VERTENTE DO LERIO_PERNAMBUCO;CARUARU;SIM;True;True;True;True;SIM;Alta;4
3120839;740540;3120839;MINAS GERAIS;SUDESTE;Cuparaque;1111;2543;63,80%;0.344;0.36;0.11;0.054;0.691;0.414;0.433;0.627;72.85;CUPARAQUE_MINAS GERAIS;GOVERNADOR VALADARES;SIM;True;True;True;True;SIM;Alta;4
3526308;739670;3526308;SÃO PAULO;SUDESTE;Lagoinha;1033;2205;43,40%;0.278;0.327;0.08;0.027;0.674;0.417;0.142;0.693;72.82;LAGOINHA_SAO PAULO;TAUBATE;NAO;False;False;False;False;NAO;Média-Baixa;2
3121001;739640;3121001;MINAS GERAIS;SUDESTE;Datas;1965;4721;86,40%;0.288;0.328;0.051;0.023;0.691;0.418;0.219;0.616;70.36;DATAS_MINAS GERAIS;SETE LAGOAS;NAO;False;False;False;False;NAO;Média-Alta;3
3507456;739430;3507456;SÃO PAULO;SUDESTE;Borebi;750;1808;66,60%;0.264;0.419;0.075;0.038;0.583;0.367;0.099;0.705;75.73;BOREBI_SAO PAULO;BAURU;NAO;False;False;False;False;NAO;Baixa;1
2207207;739090;2207207;PIAUÍ;NORDESTE;Padre Marcos;2489;5029;78,80%;0.298;0.257;0.041;0.02;0.745;0.482;0.241;0.541;66.95;PADRE MARCOS_PIAUI;PICOS;SIM;True;True;True;True;SIM;Alta;4
2404903;737820;2404903;RIO GRANDE DO NORTE;NORDESTE;Itaú;2239;4479;84,20%;0.265;0.274;0.036;0.022;0.687;0.444;0.124;0.614;68.62;ITAU_RIO GRANDE DO NORTE;PAU DOS FERROS;NAO;False;False;False;False;NAO;Baixa;1
3125408;737390;3125408;MINAS GERAIS;SUDESTE;Felício dos Santos;1753;4285;83,50%;0.265;0.311;0.062;0.033;0.652;0.366;0.169;0.606;72.61;FELICIO DOS SANTOS_MINAS GERAIS;SETE LAGOAS;NAO;False;False;False;False;NAO;Baixa;1
4202578;736950;4202578;SANTA CATARINA;SUL;Bom Jesus do Oeste;194;475;21,70%;0.299;0.403;0.082;0.08;0.692;0.36;0.178;0.712;74.82;BOM JESUS DO OESTE_SANTA CATARINA;SAO MIGUEL DO OESTE;NAO;False;False;False;False;NAO;Alta;4
3555307;736920;3555307;SÃO PAULO;SUDESTE;Turmalina;393;840;50,30%;0.285;0.373;0.041;0.026;0.655;0.506;0.11;0.736;74.04;TURMALINA_SAO PAULO;JALES;SIM;True;True;True;True;SIM;Média-Alta;3
1720101;735900;1720101;TOCANTINS;NORTE;São Bento do Tocantins;1997;4923;87,10%;0.292;0.356;0.097;0.04;0.611;0.398;0.248;0.605;69.14;SAO BENTO DO TOCANTINS_TOCANTINS;ARAGUAINA;NAO;False;False;False;False;NAO;Média-Alta;3
2200053;735610;2200053;PIAUÍ;NORDESTE;Acauã;2195;5235;81,50%;0.288;0.255;0.069;0.022;0.702;0.424;0.254;0.528;66.53;ACAUA_PIAUI;PICOS;SIM;True;True;True;True;SIM;Média-Alta;3
5201603;734960;5201603;GOIÁS;CENTRO-OESTE;Araçu;1136;2583;68,00%;0.36;0.336;0.088;0.034;0.618;0.357;0.729;0.693;75.26;ARACU_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Alta;4
3116308;733060;3116308;MINAS GERAIS;SUDESTE;Cipotânea;1463;3751;67,20%;0.256;0.267;0.059;0.037;0.685;0.378;0.113;0.579;69.97;CIPOTANEA_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Baixa;1
2922805;732870;2922805;BAHIA;NORDESTE;Nova Itarana;3195;6647;85,40%;0.283;0.296;0.054;0.027;0.701;0.482;0.138;0.524;68.73;NOVA ITARANA_BAHIA;JEQUIE;SIM;True;True;True;True;SIM;Média-Alta;3
4306924;732130;4306924;RIO GRANDE DO SUL;SUL;Engenho Velho;274;652;50,30%;0.374;0.391;0.136;0.087;0.694;0.47;0.466;0.717;74.23;ENGENHO VELHO_RIO GRANDE DO SUL;CRUZ ALTA;NAO;False;False;False;False;NAO;Alta;4
2101806;731620;2101806;MARANHÃO;NORDESTE;Benedito Leite;1762;4146;75,80%;0.38;0.341;0.08;0.039;0.691;0.497;0.634;0.546;68.14;BENEDITO LEITE_MARANHAO;BALSAS;SIM;True;True;True;True;SIM;Alta;4
2507606;731210;2507606;PARAÍBA;NORDESTE;Juarez Távora;3767;6727;86,30%;0.302;0.233;0.059;0.038;0.713;0.513;0.259;0.579;71.06;JUAREZ TAVORA_PARAIBA;CAMPINA GRANDE;SIM;True;True;True;True;SIM;Alta;4
4312005;728870;4312005;RIO GRANDE DO SUL;SUL;Mariano Moro;379;906;48,80%;0.2826142857142857;0.37420238095238095;0.08436190476190476;0.05313333333333333;0.6450142857142858;0.35405714285714285;0.1849047619047619;0.073;75.55;MARIANO MORO_RIO GRANDE DO SUL;NOVO HAMBURGO;NAO;False;False;False;False;NAO;Média-Alta;3
2206506;728820;2206506;PIAUÍ;NORDESTE;Monsenhor Hipólito;3033;6642;87,70%;0.323;0.266;0.057;0.067;0.666;0.443;0.44;0.561;69.36;MONSENHOR HIPOLITO_PIAUI;PICOS;SIM;True;True;True;True;SIM;Alta;4
4215604;728230;4215604;SANTA CATARINA;SUL;Santa Rosa de Lima;205;586;28,10%;0.2841628787878788;0.4349659090909091;0.10161363636363636;0.061268939393939396;0.6232992424242424;0.296469696969697;0.18738636363636363;0.757;75.55;SANTA ROSA DE LIMA_SANTA CATARINA;TUBARAO;NAO;False;False;False;False;NAO;Média-Alta;3
5204607;727370;5204607;GOIÁS;CENTRO-OESTE;Campestre de Goiás;1064;2650;70,60%;0.291;0.371;0.079;0.033;0.595;0.413;0.256;0.653;72.96;CAMPESTRE DE GOIAS_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Média-Alta;3
2505402;727150;2505402;PARAÍBA;NORDESTE;Desterro;3339;6596;81,80%;0.334;0.255;0.054;0.071;0.66;0.481;0.482;0.058;68.43;DESTERRO_PARAIBA;PATOS;SIM;True;True;True;True;SIM;Alta;4
3161403;725670;3161403;MINAS GERAIS;SUDESTE;São Francisco do Glória;1205;2965;61,80%;0.277;0.322;0.067;0.021;0.638;0.348;0.267;0.663;74.96;SAO FRANCISCO DO GLORIA_MINAS GERAIS;UBERABA;NAO;False;False;False;False;NAO;Média-Baixa;2
2111789;724640;2111789;MARANHÃO;NORDESTE;Serrano do Maranhão;5644;10821;106,10%;0.333;0.25;0.055;0.067;0.71;0.513;0.399;0.519;69.12;SERRANO DO MARANHAO_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Alta;4
4108551;724370;4108551;PARANÁ;SUL;Godoy Moreira;843;2017;67,80%;0.255;0.351;0.044;0.024;0.644;0.297;0.171;0.675;74.66;GODOY MOREIRA_PARANA;APUCARANA;NAO;False;False;False;False;NAO;Baixa;1
3136553;723380;3136553;MINAS GERAIS;SUDESTE;José Raydan;1168;2714;63,60%;0.282;0.324;0.088;0.035;0.664;0.413;0.17;0.617;72.94;JOSE RAYDAN_MINAS GERAIS;GOVERNADOR VALADARES;SIM;True;True;True;True;SIM;Média-Alta;3
3136405;723350;3136405;MINAS GERAIS;SUDESTE;Joaquim Felício;1446;2880;74,70%;0.284;0.299;0.061;0.063;0.682;0.45;0.147;0.637;74.44;JOAQUIM FELICIO_MINAS GERAIS;MONTES CLAROS;SIM;True;True;True;True;SIM;Média-Alta;3
1505601;723270;1505601;PARÁ;NORTE;Peixe-Boi;2782;6277;75,80%;0.28;0.287;0.05;0.038;0.707;0.435;0.162;0.581;70.23;PEIXE-BOI_PARA;CASTANHAL;SIM;True;True;True;True;SIM;Média-Baixa;2
2201705;721580;2201705;PIAUÍ;NORDESTE;Bertolínia;1679;3914;70,40%;0.28;0.323;0.077;0.052;0.64;0.426;0.161;0.612;70.47;BERTOLINIA_PIAUI;FLORIANO;SIM;True;True;True;True;SIM;Média-Baixa;2
5218391;720860;5218391;GOIÁS;CENTRO-OESTE;Professor Jamil;1181;2416;66,20%;0.288;0.354;0.06;0.029;0.599;0.456;0.23;0.684;74.24;PROFESSOR JAMIL_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Média-Alta;3
2514206;719540;2514206;PARAÍBA;NORDESTE;São José da Lagoa Tapada;2725;5846;82,00%;0.287;0.249;0.059;0.039;0.698;0.468;0.211;0.053;68.34;SAO JOSE DA LAGOA TAPADA_PARAIBA;SOUSA;SIM;True;True;True;True;SIM;Média-Alta;3
4310751;719100;4310751;RIO GRANDE DO SUL;SUL;Ivorá;309;753;39,00%;0.249;0.294;0.055;0.043;0.645;0.293;0.162;0.724;78.13;IVORA_RIO GRANDE DO SUL;LAJEADO;SIM;True;True;True;True;SIM;Baixa;1
2413508;718990;2413508;RIO GRANDE DO NORTE;NORDESTE;Serrinha;2393;5636;87,60%;0.272;0.266;0.047;0.03;0.694;0.433;0.163;0.592;70.42;SERRINHA_RIO GRANDE DO NORTE;NATAL;SIM;True;True;True;True;SIM;Média-Baixa;2
2209401;718490;2209401;PIAUÍ;NORDESTE;Santo Antônio de Lisboa;2260;4708;80,60%;0.283;0.259;0.06;0.049;0.651;0.444;0.233;0.584;67.21;SANTO ANTONIO DE LISBOA_PIAUI;PICOS;SIM;True;True;True;True;SIM;Média-Alta;3
2503902;716420;2503902;PARAÍBA;NORDESTE;Camalaú;2576;5426;89,20%;0.29;0.254;0.051;0.084;0.686;0.459;0.207;0.567;71.18;CAMALAU_PARAIBA;MONTEIRO;SIM;True;True;True;True;SIM;Média-Alta;3
2100402;715260;2100402;MARANHÃO;NORDESTE;Altamira do Maranhão;2320;4992;77,40%;0.299;0.323;0.081;0.06;0.649;0.503;0.175;0.549;68.16;ALTAMIRA DO MARANHAO_MARANHAO;BACABAL;SIM;True;True;True;True;SIM;Alta;4
2918555;714860;2918555;BAHIA;NORDESTE;Jussari;2504;4304;73,10%;0.282;0.263;0.041;0.063;0.675;0.482;0.168;0.567;66.93;JUSSARI_BAHIA;ITABUNA;SIM;True;True;True;True;SIM;Média-Alta;3
5210307;714610;5210307;GOIÁS;CENTRO-OESTE;Israelândia;847;1645;64,30%;0.268;0.31;0.056;0.024;0.657;0.393;0.171;0.711;74.88;ISRAELANDIA_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Média-Baixa;2
3114709;713870;3114709;MINAS GERAIS;SUDESTE;Carvalhópolis;546;1456;43,60%;0.245;0.361;0.078;0.043;0.622;0.276;0.088;0.724;75.98;CARVALHOPOLIS_MINAS GERAIS;POCOS DE CALDAS;NAO;False;False;False;False;NAO;Baixa;1
3133907;713630;3133907;MINAS GERAIS;SUDESTE;Itaverava;1084;2755;48,80%;0.283;0.304;0.078;0.014;0.711;0.429;0.16;0.627;73.63;ITAVERAVA_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Média-Alta;3
2607406;712860;2607406;PERNAMBUCO;NORDESTE;Itacuruba;1857;4012;93,70%;0.271;0.283;0.038;0.029;0.682;0.453;0.139;0.595;67.7;ITACURUBA_PERNAMBUCO;SERRA TALHADA;NAO;False;False;False;False;NAO;Média-Baixa;2
3150570;712190;3150570;MINAS GERAIS;SUDESTE;Pintópolis;2351;5741;81,00%;0.292;0.353;0.091;0.044;0.638;0.391;0.234;0.594;72.96;PINTOPOLIS_MINAS GERAIS;MONTES CLAROS;SIM;True;True;True;True;SIM;Média-Alta;3
2515807;712180;2515807;PARAÍBA;NORDESTE;Serra Redonda;2770;5405;79,20%;0.316;0.256;0.059;0.05;0.753;0.496;0.282;0.057;71.3;SERRA REDONDA_PARAIBA;CAMPINA GRANDE;SIM;True;True;True;True;SIM;Alta;4
2927804;711810;2927804;BAHIA;NORDESTE;Santa Cruz da Vitória;2265;3976;84,90%;0.264;0.28;0.047;0.037;0.687;0.451;0.084;0.061;72.17;SANTA CRUZ DA VITORIA_BAHIA;BOM JESUS DA LAPA;NAO;False;False;False;False;NAO;Baixa;1
1712454;711800;1712454;TOCANTINS;NORTE;Luzinópolis;809;2202;81,00%;0.263;0.363;0.075;0.08;0.619;0.285;0.157;0.639;68.54;LUZINOPOLIS_TOCANTINS;ARAGUAINA;NAO;False;False;False;False;NAO;Baixa;1
4309571;711420;4309571;RIO GRANDE DO SUL;SUL;Herveiras;285;774;30,20%;0.289;0.339;0.107;0.067;0.721;0.353;0.148;0.616;72.5;HERVEIRAS_RIO GRANDE DO SUL;GRAVATAI;NAO;False;False;False;False;NAO;Média-Alta;3
2104628;710940;2104628;MARANHÃO;NORDESTE;Governador Luiz Rocha;2067;5398;76,40%;0.306;0.351;0.09;0.077;0.672;0.442;0.208;0.544;66.51;GOVERNADOR LUIZ ROCHA_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Alta;4
2102150;710820;2102150;MARANHÃO;NORDESTE;Brejo de Areia;2930;7884;85,50%;0.317;0.342;0.087;0.065;0.678;0.522;0.208;0.519;65.64;BREJO DE AREIA_MARANHAO;BACABAL;SIM;True;True;True;True;SIM;Alta;4
5214804;710300;5214804;GOIÁS;CENTRO-OESTE;Nova Aurora;660;1327;63,20%;0.249;0.326;0.051;0.059;0.595;0.346;0.114;0.747;75.93;NOVA AURORA_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Baixa;1
3110400;708740;3110400;MINAS GERAIS;SUDESTE;Camacho;377;1054;37,10%;0.278;0.385;0.104;0.047;0.626;0.359;0.144;0.069;75.38;CAMACHO_MINAS GERAIS;DIVINOPOLIS;NAO;False;False;False;False;NAO;Média-Baixa;2
2910909;708670;2910909;BAHIA;NORDESTE;Firmino Alves;2148;3982;81,70%;0.287;0.307;0.088;0.044;0.737;0.433;0.114;0.578;66.93;FIRMINO ALVES_BAHIA;ITABUNA;SIM;True;True;True;True;SIM;Média-Alta;3
3145851;708640;3145851;MINAS GERAIS;SUDESTE;Oratórios;932;2288;46,50%;0.278;0.358;0.08;0.046;0.66;0.362;0.16;0.637;74.42;ORATORIOS_MINAS GERAIS;PONTE NOVA;NAO;False;False;False;False;NAO;Média-Baixa;2
2406205;708390;2406205;RIO GRANDE DO NORTE;NORDESTE;Lagoa d'Anta;2302;5616;84,40%;0.323;0.292;0.063;0.073;0.717;0.451;0.346;0.601;69.36;LAGOA D'ANTA_RIO GRANDE DO NORTE;NATAL;SIM;True;True;True;True;SIM;Alta;4
2909000;707700;2909000;BAHIA;NORDESTE;Cordeiros;2750;6525;86,50%;0.277;0.282;0.058;0.036;0.7;0.367;0.221;0.579;70.77;CORDEIROS_BAHIA;VITORIA DA CONQUISTA;SIM;True;True;True;True;SIM;Média-Baixa;2
3160454;707500;3160454;MINAS GERAIS;SUDESTE;Santo Antônio do Retiro;2512;5490;82,80%;0.313;0.307;0.093;0.039;0.662;0.474;0.305;0.057;72.03;SANTO ANTONIO DO RETIRO_MINAS GERAIS;JANAUBA;NAO;False;False;False;False;NAO;Alta;4
3169059;707190;3169059;MINAS GERAIS;SUDESTE;Tocos do Moji;626;1662;43,40%;0.277;0.339;0.1;0.022;0.622;0.401;0.18;0.696;73.49;TOCOS DO MOJI_MINAS GERAIS;POUSO ALEGRE;NAO;False;False;False;False;NAO;Média-Baixa;2
2102408;706730;2102408;MARANHÃO;NORDESTE;Cajapió;3128;7936;78,40%;0.327;0.279;0.061;0.075;0.716;0.454;0.374;0.553;68.2;CAJAPIO_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Alta;4
3157302;705940;3157302;MINAS GERAIS;SUDESTE;Santa Bárbara do Tugúrio;753;2016;47,90%;0.276;0.309;0.075;0.074;0.68;0.332;0.188;0.637;73.57;SANTA BARBARA DO TUGURIO_MINAS GERAIS;SAO JOAO DEL-REI;NAO;False;False;False;False;NAO;Média-Baixa;2
2202752;705590;2202752;PIAUÍ;NORDESTE;Colônia do Gurguéia;2881;5600;91,10%;0.323;0.271;0.059;0.053;0.613;0.486;0.458;0.628;71.7;COLONIA DO GURGUEIA_PIAUI;FLORIANO;SIM;True;True;True;True;SIM;Alta;4
3527504;704650;3527504;SÃO PAULO;SUDESTE;Lucianópolis;528;1190;50,20%;0.256;0.373;0.05;0.04;0.593;0.377;0.104;0.733;73.55;LUCIANOPOLIS_SAO PAULO;BAURU;NAO;False;False;False;False;NAO;Baixa;1
4304853;704470;4304853;RIO GRANDE DO SUL;SUL;Carlos Gomes;198;470;34,40%;0.2826142857142857;0.37420238095238095;0.08436190476190476;0.05313333333333333;0.6450142857142858;0.35405714285714285;0.1849047619047619;0.739;78.14;CARLOS GOMES_RIO GRANDE DO SUL;CARAZINHO;NAO;False;False;False;False;NAO;Média-Alta;3
5205521;704390;5205521;GOIÁS;CENTRO-OESTE;Colinas do Sul;1471;3261;80,90%;0.286;0.337;0.092;0.042;0.622;0.414;0.21;0.658;74.21;COLINAS DO SUL_GOIAS;URUACU;NAO;False;False;False;False;NAO;Média-Alta;3
3145372;704170;3145372;MINAS GERAIS;SUDESTE;Novorizonte;1490;3658;80,00%;0.266;0.314;0.064;0.047;0.653;0.386;0.134;0.616;73.26;NOVORIZONTE_MINAS GERAIS;MONTES CLAROS;SIM;True;True;True;True;SIM;Baixa;1
3530003;703620;3530003;SÃO PAULO;SUDESTE;Mira Estrela;601;1397;44,70%;0.251;0.368;0.036;0.042;0.614;0.318;0.125;0.743;73.34;MIRA ESTRELA_SAO PAULO;REGISTRO;SIM;True;True;True;True;SIM;Baixa;1
2301505;702240;2301505;CEARÁ;NORDESTE;Arneiroz;1799;4672;62,90%;0.26;0.303;0.042;0.021;0.669;0.372;0.154;0.618;69.41;ARNEIROZ_CEARA;TAUA;NAO;False;False;False;False;NAO;Baixa;1
2100550;702130;2100550;MARANHÃO;NORDESTE;Amapá do Maranhão;2570;6357;88,70%;0.306;0.328;0.062;0.111;0.67;0.441;0.226;0.052;66.29;AMAPA DO MARANHAO_MARANHAO;SAO LUIS;SIM;True;True;True;True;SIM;Alta;4
4311734;702130;4311734;RIO GRANDE DO SUL;SUL;Mampituba;543;1306;41,70%;0.304;0.372;0.088;0.108;0.648;0.402;0.207;0.649;73.8;MAMPITUBA_RIO GRANDE DO SUL;NOVO HAMBURGO;NAO;False;False;False;False;NAO;Alta;4
2900108;701950;2900108;BAHIA;NORDESTE;Abaíra;3291;6015;82,40%;0.252;0.219;0.031;0.016;0.632;0.466;0.148;0.603;69.76;ABAIRA_BAHIA;VITORIA DA CONQUISTA;SIM;True;True;True;True;SIM;Baixa;1
2201919;701660;2201919;PIAUÍ;NORDESTE;Bom Princípio do Piauí;2239;5359;95,10%;0.307;0.264;0.071;0.061;0.711;0.422;0.311;0.532;71.19;BOM PRINCIPIO DO PIAUI_PIAUI;PARNAIBA;SIM;True;True;True;True;SIM;Alta;4
5221452;701240;5221452;GOIÁS;CENTRO-OESTE;Trombas;802;1926;61,70%;0.258;0.323;0.071;0.047;0.623;0.35;0.135;0.653;73.71;TROMBAS_GOIAS;URUACU;NAO;False;False;False;False;NAO;Baixa;1
4215059;700610;4215059;SANTA CATARINA;SUL;Rio Rufino;412;1040;43,40%;0.275;0.358;0.058;0.096;0.642;0.373;0.125;0.653;73.34;RIO RUFINO_SANTA CATARINA;LAGES;NAO;False;False;False;False;NAO;Média-Baixa;2
2508505;700430;2508505;PARAÍBA;NORDESTE;Livramento;2183;5446;79,20%;0.317;0.277;0.085;0.11;0.732;0.458;0.241;0.566;68.94;LIVRAMENTO_PARAIBA;MONTEIRO;SIM;True;True;True;True;SIM;Alta;4
2504157;700180;2504157;PARAÍBA;NORDESTE;Casserengue;2292;5391;78,30%;0.3;0.263;0.051;0.039;0.742;0.477;0.229;0.514;68.81;CASSERENGUE_PARAIBA;GUARABIRA;SIM;True;True;True;True;SIM;Alta;4
1711100;699800;1711100;TOCANTINS;NORTE;Itaporã do Tocantins;665;1695;70,50%;0.264;0.333;0.095;0.058;0.575;0.363;0.157;0.065;75.53;ITAPORA DO TOCANTINS_TOCANTINS;ARAGUAINA;NAO;False;False;False;False;NAO;Baixa;1
2903953;699590;2903953;BAHIA;NORDESTE;Bom Jesus da Serra;3921;8887;91,30%;0.309;0.277;0.068;0.06;0.752;0.432;0.265;0.546;69.95;BOM JESUS DA SERRA_BAHIA;VITORIA DA CONQUISTA;SIM;True;True;True;True;SIM;Alta;4
5210158;699390;5210158;GOIÁS;CENTRO-OESTE;Ipiranga de Goiás;875;2041;69,90%;0.253;0.32;0.084;0.012;0.574;0.368;0.162;0.696;73.94;IPIRANGA DE GOIAS_GOIAS;URUACU;NAO;False;False;False;False;NAO;Baixa;1
3513850;698270;3513850;SÃO PAULO;SUDESTE;Dirce Reis;460;1095;67,60%;0.228;0.352;0.028;0.036;0.598;0.28;0.071;0.741;75.54;DIRCE REIS_SAO PAULO;JALES;SIM;True;True;True;True;SIM;Baixa;1
3508900;698060;3508900;SÃO PAULO;SUDESTE;Caiabu;584;1364;36,70%;0.248;0.371;0.071;0.022;0.586;0.357;0.078;0.729;74.37;CAIABU_SAO PAULO;PRESIDENTE PRUDENTE;NAO;False;False;False;False;NAO;Baixa;1
2202026;696900;2202026;PIAUÍ;NORDESTE;Buriti dos Montes;2619;6165;82,90%;0.275;0.267;0.041;0.04;0.655;0.435;0.214;0.574;71.78;BURITI DOS MONTES_PIAUI;TERESINA;SIM;True;True;True;True;SIM;Média-Baixa;2
3122504;696480;3122504;MINAS GERAIS;SUDESTE;Dom Cavati;1064;2572;52,40%;0.26;0.391;0.099;0.056;0.654;0.265;0.096;0.688;72.03;DOM CAVATI_MINAS GERAIS;IPATINGA;NAO;False;False;False;False;NAO;Baixa;1
2705903;695860;2705903;ALAGOAS;NORDESTE;Olho d'Água Grande;1526;4014;92,70%;0.344;0.308;0.087;0.085;0.776;0.498;0.31;0.503;65.4;OLHO D'AGUA GRANDE_ALAGOAS;ARAPIRACA;SIM;True;True;True;True;SIM;Alta;4
2801900;694890;2801900;SERGIPE;NORDESTE;Cumbe;1394;2966;77,60%;0.274;0.257;0.048;0.051;0.727;0.43;0.129;0.604;69.9;CUMBE_SERGIPE;ITABAIANA;NAO;False;False;False;False;NAO;Média-Baixa;2
1713957;694650;1713957;TOCANTINS;NORTE;Muricilândia;1234;2804;83,30%;0.347;0.381;0.102;0.063;0.637;0.398;0.501;0.596;69.72;MURICILANDIA_TOCANTINS;ARAGUAINA;NAO;False;False;False;False;NAO;Alta;4
5204250;694550;5204250;GOIÁS;CENTRO-OESTE;Cachoeira Dourada;1871;4233;54,40%;0.258;0.374;0.057;0.031;0.632;0.32;0.132;0.698;73.22;CACHOEIRA DOURADA_GOIAS;ITUMBIARA;NAO;False;False;False;False;NAO;Baixa;1
2313708;694410;2313708;CEARÁ;NORDESTE;Umari;2232;5392;78,50%;0.277;0.266;0.053;0.034;0.703;0.425;0.181;0.591;71.65;UMARI_CEARA;JUAZEIRO DO NORTE;SIM;True;True;True;True;SIM;Média-Baixa;2
2201960;693240;2201960;PIAUÍ;NORDESTE;Brasileira;2586;5816;68,90%;0.297;0.307;0.062;0.054;0.674;0.464;0.223;0.577;70.1;BRASILEIRA_PIAUI;TERESINA;SIM;True;True;True;True;SIM;Alta;4
3122470;693020;3122470;MINAS GERAIS;SUDESTE;Dom Bosco;1023;2300;62,20%;0.283;0.361;0.094;0.068;0.657;0.37;0.146;0.673;73.88;DOM BOSCO_MINAS GERAIS;UNAI;NAO;False;False;False;False;NAO;Média-Alta;3
2205359;692890;2205359;PIAUÍ;NORDESTE;João Costa;1035;2455;82,70%;0.285;0.264;0.063;0.07;0.683;0.443;0.189;0.561;70.09;JOAO COSTA_PIAUI;SAO RAIMUNDO NONATO;SIM;True;True;True;True;SIM;Média-Alta;3
5107404;692880;5107404;MATO GROSSO;CENTRO-OESTE;São Pedro da Cipa;1157;2618;62,50%;0.29;0.394;0.072;0.088;0.647;0.446;0.095;0.066;72.39;SAO PEDRO DA CIPA_MATO GROSSO;RONDONOPOLIS;SIM;True;True;True;True;SIM;Média-Alta;3
3114907;692410;3114907;MINAS GERAIS;SUDESTE;Casa Grande;380;1024;46,30%;0.261;0.353;0.098;0.023;0.655;0.352;0.087;0.652;74.39;CASA GRANDE_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Baixa;1
1703883;692220;1703883;TOCANTINS;NORTE;Carmolândia;889;2108;95,80%;0.301;0.39;0.098;0.071;0.642;0.399;0.203;0.064;73.59;CARMOLANDIA_TOCANTINS;ARAGUAINA;NAO;False;False;False;False;NAO;Alta;4
2502706;692050;2502706;PARAÍBA;NORDESTE;Borborema;1372;3772;89,50%;0.276;0.32;0.081;0.05;0.709;0.383;0.111;0.558;69.99;BORBOREMA_PARAIBA;GUARABIRA;SIM;True;True;True;True;SIM;Média-Baixa;2
3155900;691820;3155900;MINAS GERAIS;SUDESTE;Rio Preto;1518;2875;55,90%;0.273;0.273;0.053;0.024;0.697;0.482;0.11;0.679;75.84;RIO PRETO_MINAS GERAIS;JUIZ DE FORA;SIM;True;True;True;True;SIM;Média-Baixa;2
3547106;690680;3547106;SÃO PAULO;SUDESTE;Santa Mercedes;655;1599;54,10%;0.268;0.391;0.062;0.055;0.64;0.384;0.075;0.739;75.79;SANTA MERCEDES_SAO PAULO;PRESIDENTE PRUDENTE;NAO;False;False;False;False;NAO;Média-Baixa;2
2205151;690640;2205151;PIAUÍ;NORDESTE;Jacobina do Piauí;2374;4700;83,70%;0.292;0.238;0.04;0.075;0.712;0.466;0.22;0.535;68.45;JACOBINA DO PIAUI_PIAUI;PICOS;SIM;True;True;True;True;SIM;Média-Alta;3
3127503;689730;3127503;MINAS GERAIS;SUDESTE;Gonzaga;1521;3835;73,30%;0.276;0.359;0.083;0.041;0.68;0.363;0.132;0.606;71.44;GONZAGA_MINAS GERAIS;GOVERNADOR VALADARES;SIM;True;True;True;True;SIM;Média-Baixa;2
4311239;689150;4311239;RIO GRANDE DO SUL;SUL;Lagoa Bonita do Sul;480;1158;51,40%;0.257;0.264;0.04;0.05;0.658;0.33;0.203;0.067;73.05;LAGOA BONITA DO SUL_RIO GRANDE DO SUL;LAJEADO;NAO;False;False;False;False;NAO;Baixa;1
2928307;688610;2928307;BAHIA;NORDESTE;Santanópolis;3468;7346;84,30%;0.281;0.25;0.055;0.043;0.647;0.465;0.223;0.592;69.76;SANTANOPOLIS_BAHIA;FEIRA DE SANTANA;SIM;True;True;True;True;SIM;Média-Alta;3
3165503;688020;3165503;MINAS GERAIS;SUDESTE;Sardoá;1815;4166;81,60%;0.303;0.312;0.084;0.041;0.702;0.48;0.199;0.636;73.71;SARDOA_MINAS GERAIS;GOVERNADOR VALADARES;SIM;True;True;True;True;SIM;Alta;4
2918605;687370;2918605;BAHIA;NORDESTE;Jussiape;2542;5906;80,00%;0.26;0.253;0.039;0.059;0.666;0.415;0.128;0.602;69.17;JUSSIAPE_BAHIA;VITORIA DA CONQUISTA;SIM;True;True;True;True;SIM;Baixa;1
3115201;687330;3115201;MINAS GERAIS;SUDESTE;Conceição da Barra de Minas;798;1886;53,00%;0.341;0.299;0.072;0.078;0.655;0.401;0.543;0.685;73.91;CONCEICAO DA BARRA DE MINAS_MINAS GERAIS;SAO JOAO DEL-REI;NAO;False;False;False;False;NAO;Alta;4
